S.no.,Wave,AGE,NATIONALITY,GENDER,Preferred brand,Love_index,Fav flavor,wide variety,Outdoor seating,new products,VFM,cust service,healthy foods,branches across,drivethru,packaging,delivery,opens 24/7,calm place,Decorof the shopcor ,comfortable seating,app for early order ,variety of milk,saudi company,International brand,consistent,trustworthy,spacious shops,maket leader,recommended brand,quality of beans,customozition,No VAT,Brand Functionality,Innovation ,Uniqueness / Different,Price,Worth,Physical Availability,Mental Availability
87M9cBe,5,43,Saudis,Male,Barns,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,10,10,8,8,1,7,1
Sif9FTD,5,24,Saudis,Male,Dunkin Coffee,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,5,3,1,5,5
jvlbcQh,5,36,Sudanese,Male,Dose caf,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,99,9,9,7,1,4,3
7OX23F6,5,39,Jordanian,Male,Mc Cafe,10,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,10,10,9,4,1,7,7
mZPFGQA,5,28,Saudis,Female,Starbucks,10,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,10,10,10,10,2,7,7
o4b6Sz2,5,43,Saudis,Male,Other from Q017,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,10,10,10,5,0,7,7
AwU0SVu,5,34,Lebanese,Female,Tim Hortons,9,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,8,2,6,8,1,6,6
547iHDY,5,50,Saudis,Male,Dunkin Coffee,10,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,10,10,10,9,2,7,7
tHZivJx,5,37,Jordanian,Male,Starbucks,8,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,8,8,9,10,0,5,7
2liEs96,5,47,Pakistani,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,1,7,7
Mq9nacB,5,24,Egyptian,Male,Half Million,10,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,3,2,8,2,3,3
gJICvjT,5,47,Pakistani,Male,Starbucks,6,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,8,8,10,9,2,6,6
lZmlRPx,5,33,Saudis,Female,Half Million,5,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,4,4,4,4,1,6,6
bPSpbho,5,24,Palestinian,Female,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,99,10,8,1,7,7
LodwxYZ,5,32,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,2,7,7
xQ1aIHT,5,52,Saudis,Male,Starbucks,9,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,10,8,10,6,1,6,5
FwWsn99,5,27,Syrian,Female,Starbucks,5,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,3,4,3,3,0,4,3
ivuvSLr,5,29,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,10,1,7,7
MZiCd7L,5,23,Saudis,Male,Barns,10,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,8,7,8,6,1,5,3
y2qYYSF,5,40,Philippines,Female,Other from Q017,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,10,10,10,10,1,7,4
7tumiwS,5,53,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,7,8,7,4,2,7,5
jKsvha7,5,40,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,7,4
bakevt8,5,23,Sudanese,Female,Starbucks,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,7,7
ijGLsOY,5,36,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,6,1,6,6
0KiNLgP,5,18,Saudis,Female,Dunkin Coffee,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,9,4,1,6,7
ld50O7k,5,46,Egyptian,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,5,1,7,2
kesBnSz,5,47,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,9,9,9,2,1,7,7
opF5djm,5,20,Egyptian,Male,Starbucks,10,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,8,9,1,5,5
7w4Ke5i,5,22,Pakistani,Female,Other from Q017,10,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,10,8,6,2,2,6,1
o2Dqp4l,5,59,Philippines,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,10,2,7,5
Bd11iiC,5,56,Pakistani,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,7,5,2,7,6
6FXYGS3,5,23,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,10,10,9,1,5,7
bRNklpG,5,22,Saudis,Male,Kyan,10,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,10,10,10,4,2,4,5
6ZdjP2U,5,27,Saudis,Female,Starbucks,9,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,10,8,9,4,1,4,7
t0ptrlw,5,46,Saudis,Female,Starbucks,10,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,1,1,7,7
j0dh9FD,5,18,Indian,Male,Starbucks,10,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,10,10,10,10,1,7,7
vIllQFM,5,22,Saudis,Female,Starbucks,10,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,9,8,8,8,1,5,5
aMA39S0,5,57,Philippines,Male,Starbucks,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,10,1,7,7
0G51kOF,5,20,Saudis,Male,Starbucks,6,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,8,9,10,8,1,4,3
7PrgyPl,5,24,Sudanese,Male,OverDose,8,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,10,10,10,8,1,7,7
FVTHKuL,5,23,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,9,10,10,7,1,7,4
EZCv9Kx,5,25,Sudanese,Female,Tim Hortons,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,10,8,7,5,1,5,6
EgV24f9,5,25,Saudis,Female,Barns,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,2,4,5
s5ONaif,5,22,Saudis,Female,Starbucks,9,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,8,8,8,10,0,7,4
8w8BoiD,5,25,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,99,2,4,2,1,3,5
WhZIZPn,5,22,Saudis,Male,Dunkin Coffee,7,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,1,4,2
Zh10FKS,5,23,Indian,Female,Barns,10,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,10,10,10,7,1,7,7
F7lQiRC,5,18,Saudis,Male,Half Million,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1,1,4,4
WJVDrIZ,5,25,Saudis,Male,Half Million,10,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,10,10,10,3,2,5,7
IRCI4kh,5,33,Sudanese,Male,Dunkin Coffee,9,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,9,10,10,7,1,6,6
JMhdlkz,5,23,Saudis,Female,Starbucks,10,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,10,10,9,5,1,6,6
Cz7akSv,5,22,Pakistani,Male,Other from Q017,10,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,10,10,9,10,2,7,7
9APaU6F,5,24,Saudis,Female,Starbucks,10,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,4,4,5,6,1,6,5
e1VqZh2,5,49,Saudis,Female,Starbucks,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,0,7,7
KAzSNIb,5,62,"Westerners (European, American)",Male,Starbucks,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,9,2,7,4
aMOdFZC,5,25,Saudis,Male,Kyan,10,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9,10,10,9,2,7,7
0bSUwpR,5,56,Syrian,Male,Starbucks,9,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,9,8,9,10,0,6,4
9Uo2406,5,41,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,10,2,6,7
DCnFq9V,5,38,Syrian,Female,Dunkin Coffee,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,4,1,7,1
4pyGXNY,5,30,Philippines,Male,Starbucks,10,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,5,9,7,9,1,7,4
23WgcBK,5,22,Syrian,Female,Kyan,9,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,7,7,8,5,1,7,7
oquBSFy,5,46,Pakistani,Male,Tim Hortons,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,9,9,9,2,1,7,7
RIEHge7,5,23,Saudis,Male,Starbucks,5,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,6,9,10,4,0,4,6
nVqdmKi,5,23,"Westerners (European, American)",Female,Dunkin Coffee,5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10,10,9,10,0,4,5
oAzEGJk,5,22,Palestinian,Female,Barns,10,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,10,10,1,7,7
NQTcSRg,5,25,"Westerners (European, American)",Male,Half Million,10,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,10,10,5,6,1,6,6
dHFOOax,5,22,Saudis,Male,Mc Cafe,7,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,7,8,6,9,1,6,5
didOozR,5,25,"Westerners (European, American)",Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,7,9,9,5,1,7,7
t7tVFoi,5,24,Saudis,Female,Half Million,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,10,2,3,2
EYybbSt,5,50,Saudis,Male,Starbucks,10,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,3,7,7,9,2,7,5
WPylN3g,5,24,Saudis,Female,Starbucks,9,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,7,10,10,8,0,7,7
qE8HUlF,5,32,Saudis,Male,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lXy7TGA,5,36,Saudis,Male,Tim Hortons,10,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,10,9,10,6,1,6,5
gtm0PDM,5,31,Saudis,Male,Mc Cafe,10,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,9,9,9,9,2,6,7
1HegQbI,5,35,Saudis,Female,Dunkin Coffee,6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,4,10,8,4,1,5,6
6BDBCpc,5,44,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,10,10,10,5,1,6,7
rfI974o,5,31,Saudis,Male,Jolt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,7,7
uHBesxG,5,35,Saudis,Male,Dr  Caf,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,2,7,7
I1gfNwI,5,44,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,1,4,3
QReyUs6,5,35,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,10,9,9,4,2,6,6
IA6ZEJa,5,37,Saudis,Male,Java caf,10,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,9,10,9,2,0,7,7
9PpkJJt,5,35,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,2,5,6
x3Tzo2C,5,37,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,7,9,7,7
s7NSUDJ,5,30,Saudis,Male,Half Million,6,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,9,7,7,7,2,6,5
H6iGUgS,5,36,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,10,10,2,7,6
0Rl61qO,5,38,Saudis,Male,Mc Cafe,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,3,1,1,2,1,3,2
Ov7ni0H,5,27,Saudis,Female,Mc Cafe,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,1,7,7
JAdcVTb,5,41,Saudis,Female,Java caf,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,1,1,6,5
VMxv8f0,5,29,Saudis,Female,Tim Hortons,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,4,2,4,6
DLMjqGv,5,36,Saudis,Female,Dunkin Coffee,7,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,7,10,8,4,2,6,6
gRROEa6,5,37,Saudis,Female,Dr  Caf,10,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,10,10,10,0,1,6,6
PNpcwhH,5,35,Saudis,Female,Barns,10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,10,10,6,0,7,7
4UZuUFX,5,38,Saudis,Male,Starbucks,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,1,7,7
nXtV6T7,5,42,Saudis,Male,Half Million,10,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,10,10,10,0,1,4,7
mn1HbJ7,5,41,Saudis,Male,Dunkin Coffee,10,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10,8,4,1,1,7,7
KrGltZU,5,38,Saudis,Female,Barns,10,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,7,7,7,6,1,4,4
Q3qu06M,5,29,Saudis,Female,Dunkin Coffee,9,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,9,7,9,8,2,6,5
601Ng0D,5,38,Saudis,Female,Half Million,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,0,1,4,4
DKb9NZD,5,44,Saudis,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,9,7,1,6,7
jKFx5y7,5,29,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,2,6,6
h0MKTc0,5,45,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,6,7,8,9,1,3,5
lUm9piA,5,33,Saudis,Female,Starbucks,10,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,10,10,8,10,1,5,4
kTo7vKo,5,36,Saudis,Female,Camel Step,9,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,8,8,7,10,2,4,6
WFutOPC,5,29,Saudis,Male,Dose caf,10,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,10,10,10,7,0,6,4
9nau6kY,5,34,Saudis,Male,Starbucks,7,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,9,6,8,1,2,5,4
usBpKxS,5,36,Saudis,Female,Starbucks,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,5,4
ruvo8Jb,5,22,Saudis,Male,Starbucks,5,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,0,4,5
GE1Ni3r,5,41,Saudis,Male,OverDose,8,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,8,9,9,10,0,5,5
uabSIvy,5,39,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,10,1,7,7
56XgaPK,5,43,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,10,1,7,7
Z3wwrBF,5,50,Saudis,Male,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,1,5,6
k1UutrJ,5,32,Saudis,Male,Other 1 from Q018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,7,7
svr3tuI,5,28,Saudis,Female,Other 1 from Q018,10,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,9,9,9,5,1,5,4
uWPmcLz,5,25,Saudis,Female,Dunkin Coffee,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,7,3,1,7,7
gMY5PFj,5,41,Philippines,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,2,7,7
e3NFSMW,5,31,Saudis,Female,Starbucks,10,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,5,1,7,7
jBPxghf,5,32,Saudis,Male,Starbucks,9,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,9,10,9,9,1,4,6
U7sIB6A,5,42,Saudis,Female,Starbucks,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9,7,9,6,1,4,5
D6GANCR,5,27,Saudis,Female,Mc Cafe,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,9,2,4,7
7tL6qXq,5,28,Saudis,Male,Starbucks,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,4,2,6,5
Eoe88Fg,5,30,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,5,2,6,7
eNAWzzL,5,21,Saudis,Female,Other from Q017,10,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,10,10,10,1,1,2,7
jT6gYRR,5,28,Indian,Male,Starbucks,10,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,2,7,7
7T4wpHd,5,31,Saudis,Male,Java Time,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,7,4,0,5,3
gTmMxdD,5,21,Saudis,Female,Kyan,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,10,10,10,7,2,6,7
e7kJxJ3,5,43,Saudis,Female,Dunkin Coffee,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7,7,8,4,1,6,6
YBaJRnm,5,33,Saudis,Male,Costa,9,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,9,9,9,9,0,6,6
sYl5jjr,5,24,Saudis,Female,Barns,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,6,8,0,5,5
JZl29L7,5,30,Saudis,Female,Starbucks,8,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,9,7,8,8,0,6,2
kuVbkWp,5,30,Saudis,Female,Starbucks,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,9,9,9,9,1,5,6
fmiZnsp,5,50,Saudis,Male,Dunkin Coffee,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,5,1,6,5
3a66jVJ,5,22,Syrian,Male,Dunkin Coffee,9,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,4,6,5,6,1,7,7
Q66fndn,5,22,Saudis,Female,Mc Cafe,9,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,7,7,7,1,6,5
OuCMTFL,5,18,Saudis,Male,Starbucks,10,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,9,9,3,1,7,7
6OQPjeB,5,27,Saudis,Male,Other from Q017,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,10,10,10,0,2,7,7
n8u8rQg,5,28,Saudis,Male,Tim Hortons,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,7,8,4,2,1,6,3
h20znud,5,20,Syrian,Female,Other 2 from Q018,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,1,5,4
UNL4RR0,5,34,Sudanese,Male,Half Million,8,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,7,6,7,0,2,2,3
iTMQrY1,5,31,Saudis,Female,Kyan,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,7,6,2,7,7
JRB1XQA,5,28,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,10,10,7,10,2,7,3
ucUlt7x,5,24,Saudis,Female,Half Million,10,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,10,8,10,6,1,7,5
VDJIMqV,5,30,Saudis,Female,Starbucks,6,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,5,6,3,5,2,6,7
jXMpugx,5,33,Saudis,Male,Starbucks,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,10,10,0,1,1
